start_date,end_year,duration_emergency,location_name,country,post_emergency,persons_per_handpump,persons_per_tap,liters_per_person_per_day,non_chlorinated_0_cfu,chlorinated_safe_water_quality,households_with_toilet,persons_per_toilet,persons_per_shower,persons_per_hygiene_promoter,refugee_pop,liters_per_person_household,potable_water_storage_10l,protected_water_sources,menstrual_hygiene_satisfaction,household_toilet,defecate_in_toilet,access_to_soap,solid_waste_disposal_access
2021-02-01,2021,27,Bekan,Chad,Post-emergency,542,500,29,NA,NA,3,124,162,3089,3089,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Belom,Chad,Post-emergency,542,NA,25,NA,NA,10,16,37,10833,21667,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dar Es Salam,Chad,Post-emergency,473,23,20,NA,84,25,13,12,520,15624,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dembo,Chad,Post-emergency,976,NA,16,NA,NA,1,117,292,2928,2928,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Diba,Chad,Post-emergency,639,NA,24,NA,NA,3,70,81,3833,3833,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dilingala,Chad,Post-emergency,767,NA,20,NA,NA,6,37,60,2301,2301,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Djabal,Chad,Post-emergency,NA,73,18,NA,100,54,9,10,24192,24192,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Doholo,Chad,Post-emergency,850,NA,18,NA,NA,50,10,10,5527,11055,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dosseye,Chad,Post-emergency,397,NA,30,NA,NA,53,8,7,4627,13882,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Gon,Chad,Post-emergency,498,NA,31,NA,NA,4,61,85,2490,2490,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Gondje,Chad,Post-emergency,499,NA,31,NA,NA,10,35,38,7980,7980,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Goz Amer,Chad,Post-emergency,727,NA,17,100,100,25,17,NA,18528,37056,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kerfi,Chad,Post-emergency,266,NA,45,NA,NA,58,7,166,NA,1330,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Moyo,Chad,Post-emergency,473,NA,33,NA,NA,10,30,36,4020,8040,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Silambi,Chad,Post-emergency,646,NA,24,NA,NA,13,21,28,646,646,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Bili,Democratic Republic of the Congo,Post-emergency,1969,182,12,NA,0,15,28,27,2460,9843,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Boyabu,Democratic Republic of the Congo,Post-emergency,534,NA,22,NA,NA,19,19,30,3602,14409,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Inke,Democratic Republic of the Congo,Post-emergency,715,NA,17,NA,NA,18,22,49,4644,18578,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,84,20,100,100,39,10,10,1504,30085,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,76,18,100,100,41,9,9,805,8861,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Ali Adde,Djibouti,Post-emergency,NA,71,19,NA,100,31,12,58,8224,16449,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Holl Holl,Djibouti,Post-emergency,NA,79,24,NA,100,15,25,59,6959,6959,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Bokolmanyo,Ethiopia,Post-emergency,NA,109,19,NA,100,15,36,41,160,26734,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Buramino,Ethiopia,Post-emergency,NA,128,15,NA,100,16,35,59,243,34357,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,15,NA,NA,NA,63,158,NA,1270,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Fugnido,Ethiopia,Post-emergency,NA,75,20,NA,0,20,25,40,999,43981,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Fugnido 2,Ethiopia,Post-emergency,NA,49,20,NA,100,27,18,19,1060,9546,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Hilaweyn,Ethiopia,Post-emergency,NA,116,18,NA,100,12,48,52,367,36741,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Jewi,Ethiopia,Post-emergency,NA,126,18,NA,100,37,15,29,1206,60323,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kobe,Ethiopia,Post-emergency,NA,112,20,NA,100,20,19,35,202,31127,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kule,Ethiopia,Post-emergency,NA,144,18,NA,100,40,12,93,542,46616,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Melkadida,Ethiopia,Post-emergency,NA,86,22,NA,100,18,22,40,226,35101,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nguenyyiel,Ethiopia,Post-emergency,NA,151,19,NA,100,26,18,17,890,90789,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Okugo,Ethiopia,Post-emergency,NA,91,21,NA,100,22,12,NA,547,12049,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Tierkidi,Ethiopia,Post-emergency,NA,212,15,NA,100,7,64,278,1085,66240,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Ampain,Ghana,Post-emergency,100,35,63,100,100,NA,19,28,191,3262,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Egyeikrom,Ghana,Post-emergency,471,54,58,NA,NA,NA,10,15,108,1412,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Fetentaa,Ghana,Post-emergency,NA,69,16,50,25,2,11,31,109,1094,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Krisan,Ghana,Post-emergency,113,0,22,0,30,NA,10,1,95,669,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Basirma,Iraq,Post-emergency,NA,6,87,100,100,100,6,6,900,2701,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kawergosk,Iraq,Post-emergency,NA,5,95,NA,100,100,6,6,965,7723,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Qushtapa,Iraq,Post-emergency,NA,5,100,100,100,100,6,6,NA,8239,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dagahaley,Kenya,Post-emergency,NA,96,27,NA,98,80,7,NA,1917,80524,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Hagadera,Kenya,Post-emergency,NA,103,28,NA,97,94,5,NA,2033,85418,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Ifo,Kenya,Post-emergency,NA,67,31,NA,87,78,7,NA,1841,77333,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dzaleka,Malawi,Post-emergency,1251,610,10,NA,NA,38,8,14,160,48801,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Maratane,Mozambique,Post-emergency,589,68,12,NA,NA,NA,4,NA,NA,9538,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Abala,Niger,Post-emergency,NA,240,9,NA,NA,1,22,72,16076,16076,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Chadakori,Niger,Emergency,NA,NA,9,NA,NA,NA,60,61,NA,4443,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dandaji Makao,Niger,Post-emergency,NA,250,0,NA,NA,NA,28,44,1753,3506,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Garin Kaka,Niger,Post-emergency,NA,157,0,NA,NA,NA,39,52,1566,3133,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Ouallam,Niger,Post-emergency,NA,233,11,NA,NA,7,49,42,NA,5583,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Bugessera Transit Site,Rwanda,Post-emergency,NA,9,167,NA,100,NA,6,10,16,305,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Gihembe,Rwanda,Post-emergency,NA,102,19,NA,100,10,14,76,183,12300,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kigeme,Rwanda,Post-emergency,NA,81,16,NA,100,NA,33,68,846,18633,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kijote,Rwanda,Emergency,NA,13,22,NA,NA,100,7,6,22,154,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kiziba,Rwanda,Post-emergency,NA,53,21,NA,100,NA,26,51,104,17265,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Mahama,Rwanda,Post-emergency,NA,70,22,100,100,NA,15,14,412,52835,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Mugombwa,Rwanda,Post-emergency,NA,94,28,NA,100,NA,25,53,910,10929,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nyabiheke,Rwanda,Post-emergency,NA,93,12,NA,100,100,21,48,906,14505,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nyanza Reception Center,Rwanda,Post-emergency,NA,0,1000,NA,100,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Ajoung Thok,South Sudan,Post-emergency,0,99,22,93,93,66,7,7,486,43313,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Doro,South Sudan,Post-emergency,400,102,16,NA,100,28,17,567,1672,66914,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Gendrassa,South Sudan,Post-emergency,400,120,19,NA,100,29,17,NA,614,19649,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kaya,South Sudan,Post-emergency,NA,74,21,NA,100,68,10,NA,737,25818,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Pamir,South Sudan,Post-emergency,NA,115,21,93,93,44,9,NA,668,40787,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Yusuf Batil,South Sudan,Post-emergency,400,99,16,NA,100,33,16,780,1409,50757,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Abu Jubaiha Town,Sudan,Post-emergency,NA,NA,0,NA,NA,18,10,NA,139,2781,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Abuda,Sudan,Post-emergency,NA,220,40,NA,NA,46,8,9,345,3457,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Al Jameya,Sudan,Post-emergency,NA,90,11,NA,NA,91,5,NA,717,10758,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Al Kashafa,Sudan,Post-emergency,NA,151,4,NA,NA,16,25,NA,1312,13120,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Al Redis 1,Sudan,Post-emergency,NA,116,14,NA,NA,28,14,NA,1153,11536,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Al Redis 2,Sudan,Post-emergency,NA,102,0,NA,NA,10,36,NA,2663,26634,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Alagaya,Sudan,Post-emergency,NA,169,8,NA,NA,6,49,NA,960,24006,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dabat Bosin,Sudan,Post-emergency,NA,228,21,NA,NA,3,74,NA,1450,8705,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Dar Batti,Sudan,Post-emergency,5500,NA,0,NA,NA,22,18,NA,260,14308,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,"Elleri West7 (Dar Batti, El Gokhop and Um Kawarow)",Sudan,Post-emergency,2044,954,2,NA,NA,27,15,NA,260,14308,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Fau 5,Sudan,Post-emergency,NA,39,45,NA,NA,51,8,11,830,830,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Gedied,Sudan,Post-emergency,NA,NA,0,NA,NA,37,7,NA,71,790,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Girba,Sudan,Post-emergency,NA,132,29,NA,NA,100,4,NA,886,6204,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Gurayd,Sudan,Post-emergency,NA,NA,0,NA,NA,42,8,NA,99,995,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Jouri,Sudan,Post-emergency,NA,123,11,NA,NA,17,22,NA,431,11228,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Khor Alwarel,Sudan,Post-emergency,NA,153,5,NA,NA,NA,63,NA,998,37948,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kilo 26,Sudan,Post-emergency,NA,NA,39,NA,NA,NA,14,NA,1641,9850,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Shagarab I,Sudan,Post-emergency,NA,394,19,NA,NA,16,14,7572,2789,53009,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Sirajiya,Sudan,Post-emergency,NA,568,0,NA,NA,21,18,NA,126,5682,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Um Gargour,Sudan,Post-emergency,NA,662,35,NA,NA,46,10,14,1151,11514,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Um Sangour,Sudan,Post-emergency,NA,196,8,NA,NA,14,23,NA,798,23950,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Wad Sharife,Sudan,Post-emergency,NA,180,25,NA,NA,44,9,8,907,18149,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Mtendeli,Tanzania,Post-emergency,NA,246,32,NA,100,62,6,NA,461,26782,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nduta,Tanzania,Post-emergency,NA,52,29,NA,98,62,6,NA,502,66810,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nyarugusu Burundian,Tanzania,Post-emergency,NA,79,32,NA,100,74,6,NA,877,54398,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nyarugusu Congolese,Tanzania,Post-emergency,125,139,24,NA,100,54,7,NA,1005,78411,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Adjumani,Uganda,Post-emergency,454,NA,16,NA,NA,78,8,NA,3501,213580,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Imvepi,Uganda,Post-emergency,260,176,26,NA,NA,88,3,5,1004,67309,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kyaka II,Uganda,Post-emergency,500,872,11,NA,100,23,13,NA,488,124601,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Kyangwali,Uganda,Post-emergency,1310,803,9,NA,NA,60,5,NA,631,126326,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Nakivale,Uganda,Post-emergency,529,743,13,96,95,78,6,8,371,116899,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Palorinya,Uganda,Post-emergency,505,NA,22,NA,NA,74,5,NA,817,122646,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Rhino Camp,Uganda,Post-emergency,229,285,20,NA,NA,72,5,NA,913,121525,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Rwamwanja,Uganda,Post-emergency,1168,3797,8,100,38,79,5,NA,395,75942,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Mantapala,Zambia,Post-emergency,189,94,28,NA,NA,97,4,3,538,16148,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Mayukwayukwa,Zambia,Post-emergency,279,NA,21,77,0,19,17,NA,889,18672,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,2021,27,Tongogara,Zimbabwe,Post-emergency,1034,103,20,NA,NA,30,7,NA,1447,14475,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Auserd,Algeria,Post-emergency,NA,61,42,100,100,94,5,4,1242,18638,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Boujdour,Algeria,Post-emergency,NA,NA,36,100,100,94,5,4,960,9601,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dakhla,Algeria,Post-emergency,NA,49,69,100,100,98,5,4,724,10870,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Layounne,Algeria,Post-emergency,NA,NA,26,100,100,88,5,5,1700,25503,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Smara,Algeria,Post-emergency,NA,98,36,NA,100,87,5,5,1493,25389,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Lovua settlement,Angola,Post-emergency,NA,312,30,100,0,50,7,9,252,6555,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Gado,Cameroon,Post-emergency,494,145,15,NA,80,NA,26,33,501,26573,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Lolo,Cameroon,Post-emergency,438,153,13,NA,96,3,23,26,401,12439,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Mbile,Cameroon,Post-emergency,633,NA,15,NA,100,2,32,41,474,13296,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Ngam,Cameroon,Post-emergency,417,3336,17,NA,0,NA,16,16,190,6672,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Ngarisingo,Cameroon,Post-emergency,673,NA,14,NA,NA,NA,15,12,448,1345,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Timangolo,Cameroon,Post-emergency,486,193,13,NA,0,7,18,17,377,7172,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Amboko,Chad,Post-emergency,655,NA,23,NA,NA,19,21,21,9819,9819,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Amnabak,Chad,Post-emergency,NA,276,7,100,100,11,34,36,2727,27277,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Beakoro,Chad,Post-emergency,319,NA,49,NA,NA,22,16,18,NA,227,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Bekan,Chad,Post-emergency,542,501,29,NA,NA,3,107,162,NA,3093,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dar Es Salam,Chad,Post-emergency,465,23,19,NA,NA,25,14,12,533,16013,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dembo,Chad,Post-emergency,976,NA,16,NA,NA,4,65,97,2928,2928,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Diba,Chad,Post-emergency,768,NA,20,NA,NA,3,72,85,NA,3838,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dilingala,Chad,Post-emergency,575,NA,27,NA,NA,9,28,40,2301,2301,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Djabal,Chad,Post-emergency,NA,73,18,NA,100,54,9,10,24192,24192,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Doholo,Chad,Post-emergency,466,NA,33,NA,NA,22,15,15,3027,6055,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dosseye,Chad,Post-emergency,496,NA,32,NA,NA,53,8,7,4627,13882,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Gon,Chad,Post-emergency,NA,NA,0,NA,NA,5,55,75,2490,2490,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Gondje,Chad,Post-emergency,420,NA,37,NA,NA,9,42,47,7980,7980,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Goz Amer,Chad,Post-emergency,676,NA,18,100,98,25,16,NA,17574,35149,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Iridimi,Chad,Post-emergency,NA,395,11,100,100,26,16,17,2449,24492,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Kerfi,Chad,Post-emergency,205,NA,58,NA,NA,63,6,153,NA,1228,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Kounoungou,Chad,Post-emergency,NA,101,12,100,100,21,22,23,2661,26616,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Mile,Chad,Post-emergency,NA,109,14,100,100,24,17,18,2356,23569,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Moyo,Chad,Post-emergency,383,NA,42,NA,NA,8,36,44,4020,8040,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Silambi,Chad,Post-emergency,323,NA,49,NA,NA,13,21,28,646,646,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Touloum,Chad,Post-emergency,NA,106,10,100,100,9,47,24,2997,29972,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Bili,Democratic Republic of the Congo,Post-emergency,3281,182,13,NA,0,37,11,14,656,9843,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Inke,Democratic Republic of the Congo,Post-emergency,688,NA,17,NA,NA,18,22,49,4644,18578,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,84,20,100,100,39,10,10,1504,30085,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,76,18,100,100,41,9,9,805,8861,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Ali Adde,Djibouti,Post-emergency,NA,71,18,NA,100,31,12,58,8165,16330,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Holl Holl,Djibouti,Post-emergency,NA,79,23,NA,100,15,24,59,6916,6916,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Bokolmanyo,Ethiopia,Post-emergency,NA,109,19,NA,100,15,36,41,159,26712,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Buramino,Ethiopia,Post-emergency,NA,128,16,NA,100,16,35,59,243,34342,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,23,NA,NA,NA,43,108,NA,866,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Fugnido,Ethiopia,Post-emergency,NA,75,20,NA,100,20,25,40,995,43810,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Fugnido 2,Ethiopia,Post-emergency,NA,49,22,NA,100,27,18,19,1059,9534,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Hilaweyn,Ethiopia,Post-emergency,NA,115,18,NA,100,12,48,52,366,36670,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Jewi,Ethiopia,Post-emergency,NA,125,18,NA,100,37,15,29,1197,59892,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Kobe,Ethiopia,Post-emergency,NA,112,21,NA,100,20,19,35,202,31127,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Kule,Ethiopia,Post-emergency,NA,143,17,NA,100,40,12,92,539,46380,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Melkadida,Ethiopia,Post-emergency,NA,86,20,NA,100,18,22,39,226,35038,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Nguenyyiel,Ethiopia,Post-emergency,NA,151,18,NA,100,26,18,17,889,90756,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Okugo,Ethiopia,Post-emergency,NA,97,20,NA,100,22,12,NA,543,11967,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Tierkidi,Ethiopia,Post-emergency,NA,211,16,NA,100,7,63,276,1080,65906,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Ampain,Ghana,Post-emergency,100,35,63,NA,100,NA,19,28,191,3262,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Egyeikrom,Ghana,Post-emergency,471,54,58,NA,NA,NA,10,15,108,1412,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Fetentaa,Ghana,Post-emergency,NA,69,16,50,25,2,11,31,109,1094,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Krisan,Ghana,Post-emergency,113,0,22,0,60,NA,10,1,95,669,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Basirma,Iraq,Post-emergency,1501,6,171,NA,0,100,6,6,900,2701,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Kawergosk,Iraq,Post-emergency,1931,5,282,NA,100,100,6,6,965,7723,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Qushtapa,Iraq,Post-emergency,2235,5,236,NA,100,100,6,6,1029,8239,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dagahaley,Kenya,Post-emergency,NA,95,30,NA,90,80,7,NA,1912,80327,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Hagadera,Kenya,Post-emergency,NA,102,28,NA,99,94,5,NA,2029,85226,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Ifo,Kenya,Post-emergency,NA,67,34,NA,91,78,7,NA,1836,77136,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dzaleka,Malawi,Post-emergency,1245,607,10,NA,NA,38,8,14,159,48547,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Maratane,Mozambique,Post-emergency,589,68,12,NA,NA,NA,4,NA,NA,9538,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Osire,Namibia,Post-emergency,311,51,31,100,100,52,15,91,227,5679,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Abala,Niger,Post-emergency,NA,240,8,NA,NA,1,22,72,16076,16076,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Chadakori,Niger,Emergency,NA,NA,12,NA,NA,NA,71,73,NA,4487,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Dandaji Makao,Niger,Post-emergency,NA,250,0,NA,NA,NA,30,44,1751,3503,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Garin Kaka,Niger,Post-emergency,NA,167,0,NA,NA,NA,42,55,3331,3331,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2021,27,Ouallam,Niger,Post-emergency,NA,233,10,NA,NA,7,49,42,NA,5583,NA,NA,NA,NA,NA,NA,NA,NA
